round,client_id,gbound,round_time,samples
1,75,0.5411460399627686,6.305482295900584,153
1,47,4.678861141204834,6.3197611883282665,161
1,29,4.007147312164307,6.383355831354857,164
1,15,0.47883862257003784,6.413328589498997,144
1,77,3.775972843170166,6.44521350748837,162
2,58,7.3491129875183105,0.6861423958092928,130
2,80,2.7993226051330566,0.7396786190569401,154
2,18,3.775972843170166,0.7230227697640658,140
2,69,7.4532060623168945,0.8025742448866368,161
2,83,4.678861141204834,0.8402117617428303,160
3,84,2.7993226051330566,0.6990613449364901,127
3,63,7.4532060623168945,0.6986213602125645,154
3,20,3.775972843170166,0.7106808234006167,144
3,70,6.096298694610596,0.7666114378720522,162
3,50,7.3491129875183105,0.7836429994553328,157
4,53,7.4532060623168945,0.7555268123745918,155
4,44,7.3491129875183105,0.7878546766936779,166
4,40,2.7993226051330566,0.7860550876706839,155
4,38,6.426039695739746,0.8025355819612742,162
4,1,3.775972843170166,0.9737314429134131,221
5,64,7.4532060623168945,0.7448053635656834,140
5,53,2.7993226051330566,0.7500610738992691,155
5,18,6.426039695739746,0.7368222583085299,140
5,91,7.3491129875183105,0.79341389387846,162
5,26,4.150967121124268,0.8754792377352715,164
6,80,2.9727299213409424,0.7633558191359043,154
6,72,7.4532060623168945,0.7587341215461493,158
6,21,7.3491129875183105,0.8158597756177187,151
6,25,9.155194282531738,0.848143033310771,162
6,1,6.426039695739746,0.9377111602574587,221
7,64,7.3491129875183105,0.7302135989069939,140
7,75,3.4031150341033936,0.7517443723976612,153
7,17,6.426039695739746,0.7478582203388214,160
7,88,9.48044204711914,0.7852581959217787,162
7,60,7.4532060623168945,0.8583056960254908,162
8,84,3.832407236099243,0.6591618541628123,127
8,20,9.48044204711914,0.7536701947450638,144
8,43,7.4532060623168945,0.8015475995838642,160
8,27,10.055545806884766,0.7842878378927708,162
8,75,6.426039695739746,0.8128073267638684,153
9,79,9.48044204711914,0.715094331279397,141
9,83,7.4532060623168945,0.7302986659109593,160
9,38,10.09079647064209,0.7801686186343432,162
9,3,6.426039695739746,0.7846609070897103,165
9,61,3.832407236099243,0.8080418292433024,153
10,64,3.832407236099243,0.688844058290124,140
10,26,6.717184543609619,0.7693687170743942,164
10,27,9.48044204711914,0.7718788586556912,162
10,95,7.4532060623168945,0.8182675555348397,158
10,29,10.09079647064209,0.9266310125589371,164
11,53,6.717184543609619,0.6987332567572594,155
11,40,10.09079647064209,0.7380077201873064,155
11,7,7.4532060623168945,0.825885733217001,159
11,1,9.48044204711914,0.9612966679036618,221
11,67,17.48110008239746,1.0254293546080588,226
12,84,7.4532060623168945,0.626038021966815,127
12,20,6.717184543609619,0.7365023769438267,144
12,9,17.48110008239746,0.7301836047321558,145
12,22,9.48044204711914,0.8941767230629921,161
12,89,10.09079647064209,1.037139143422246,246
13,15,17.48110008239746,0.72401910610497,144
13,99,9.48044204711914,0.7397623300552368,160
13,2,6.717184543609619,0.7561924044042826,153
13,21,7.4532060623168945,0.7960125241428614,151
13,85,10.09079647064209,0.8702009074389935,155
14,28,6.717184543609619,0.7663785364478827,153
14,76,17.48110008239746,0.8705096669495106,163
14,36,18.246084213256836,0.8969640225172043,162
14,23,7.4532060623168945,0.9191117003560066,198
14,23,9.48044204711914,0.9546964723616839,198
15,2,7.4532060623168945,0.7804483860731125,153
15,51,18.246084213256836,0.7748761638998986,135
15,38,13.559107780456543,0.7505600560456515,162
15,76,17.48110008239746,0.776240361481905,163
15,80,6.717184543609619,0.8165431261062622,154
16,84,17.48110008239746,0.6161004561930895,127
16,50,6.717184543609619,0.6970055658370257,157
16,28,7.4532060623168945,0.7523136116564274,153
16,8,18.246084213256836,0.7733353111892939,141
16,22,16.665082931518555,0.8372126217931509,161
17,97,7.4532060623168945,0.7648957628756762,158
17,95,6.717184543609619,0.7452968113124371,158
17,37,17.48110008239746,0.7812630642205477,164
17,63,16.665082931518555,0.7891868684440851,154
17,76,18.246084213256836,0.8434213191270828,163
18,59,7.4532060623168945,0.7619835209101439,159
18,94,6.717184543609619,0.73243552967906,159
18,79,18.246084213256836,0.7652314525097609,141
18,98,16.665082931518555,0.8079737942665816,160
18,65,17.48110008239746,0.8278144426643849,162
19,81,6.717184543609619,0.7035081680864096,153
19,10,17.48110008239746,0.775015813857317,149
19,72,7.4532060623168945,0.7752211201936007,158
19,44,16.665082931518555,0.7910893686115742,166
19,28,18.246084213256836,0.792855366691947,153
20,19,7.4532060623168945,0.7680478688329458,144
20,92,17.48110008239746,0.788810271397233,163
20,95,8.36484146118164,0.8373097214847803,158
20,39,18.246084213256836,0.8205709416419268,165
20,28,16.665082931518555,0.8383516032248736,153
21,46,16.665082931518555,0.6872813194990158,134
21,19,17.48110008239746,0.7164434712380171,144
21,31,8.585487365722656,0.7353526014834643,148
21,52,13.583070755004883,0.7818367533385754,162
21,77,18.246084213256836,0.8444314353168011,162
22,58,28.838665008544922,0.7176326490938664,130
22,20,13.583070755004883,0.694182924553752,144
22,50,17.48110008239746,0.7336084671318531,157
22,29,13.539377212524414,0.7547140620648861,164
22,14,18.246084213256836,0.8076742362231016,154
23,59,13.539377212524414,0.785309437289834,159
23,25,28.838665008544922,0.8136642757803202,162
23,36,21.396556854248047,0.8810509625822306,162
23,68,19.8566951751709,0.8606392476707697,162
23,45,18.246084213256836,0.9266054291278124,192
24,28,21.396556854248047,0.7347552958875895,153
24,5,13.539377212524414,0.7322254400700331,162
24,50,28.838665008544922,0.7666659984737635,157
24,66,19.8566951751709,0.7495548330247402,162
24,43,18.246084213256836,0.7890171423554421,160
25,84,28.838665008544922,0.6682104837149382,127
25,66,13.539377212524414,0.714864693209529,162
25,44,18.246084213256836,0.7836983516812325,166
25,2,21.396556854248047,0.8084032233804465,153
25,29,19.8566951751709,0.7963535893708468,164
26,84,13.539377212524414,0.6512598764151335,127
26,9,28.838665008544922,0.7611825369298458,145
26,26,18.246084213256836,0.7735515158623457,164
26,70,21.396556854248047,0.8230387415736914,162
26,29,19.8566951751709,0.8069370962679386,164
27,51,13.539377212524414,0.7204785659909249,135
27,73,28.838665008544922,0.717921306937933,155
27,35,18.246084213256836,0.7784111142158509,147
27,50,19.8566951751709,0.7865816909819842,157
27,37,21.396556854248047,0.8223220534622669,164
28,75,18.246084213256836,0.7636459987610579,153
28,21,13.539377212524414,0.7501606583595276,151
28,69,39.113006591796875,0.7825775198638439,161
28,20,28.838665008544922,0.7736126981675625,144
28,6,19.8566951751709,0.874594870582223,163
29,99,39.113006591796875,0.746820218488574,160
29,60,21.907190322875977,0.7982608076184988,162
29,90,19.8566951751709,0.8515471998602152,162
29,25,28.838665008544922,0.8074050467461348,162
29,26,18.246084213256836,0.8212991707026959,164
30,13,39.113006591796875,0.7148151356726885,144
30,16,21.907190322875977,0.8020870178937912,164
30,39,28.838665008544922,0.7873079475015402,165
30,61,19.8566951751709,0.8001740049570799,153
30,86,18.246084213256836,0.832757992297411,158
31,61,28.838665008544922,0.7362293168902397,153
31,11,18.246084213256836,0.7864667173475027,153
31,94,19.8566951751709,0.7924863524734974,159
31,39,39.113006591796875,0.807385477796197,165
31,50,21.907190322875977,0.8263255074620247,157
32,95,18.246084213256836,0.7438266906887293,158
32,8,21.907190322875977,0.7690646551549435,141
32,88,20.99093246459961,0.7755899779498577,162
32,16,28.838665008544922,0.9054693371057511,164
32,67,39.113006591796875,0.9296444837003947,226
33,64,20.99093246459961,0.7013358525931835,140
33,54,21.907190322875977,0.7065585512667895,136
33,66,39.113006591796875,0.771595649048686,162
33,85,18.246084213256836,0.8226744268089533,155
33,89,28.838665008544922,1.0702295169234275,246
34,13,20.99093246459961,0.7123305328190327,144
34,8,39.113006591796875,0.7044739160686732,141
34,79,21.907190322875977,0.7027282226830721,141
34,21,28.838665008544922,0.751501265540719,151
34,43,18.246084213256836,0.8139674101024866,160
35,10,28.838665008544922,0.7442504275590182,149
35,66,39.113006591796875,0.7766287546604872,162
35,19,20.99093246459961,0.8017062187194824,144
35,11,21.907190322875977,0.7757120668888092,153
35,34,18.246084213256836,1.1661281023174523,309
36,83,39.113006591796875,0.719246631115675,160
36,87,21.907190322875977,0.7230138346552849,160
36,5,28.838665008544922,0.7799617011100054,162
36,92,18.246084213256836,0.7846567291766405,163
36,43,20.99093246459961,0.7999875783920288,160
37,7,21.907190322875977,0.7104919474571944,159
37,17,20.99093246459961,0.7420751169323921,160
37,15,28.838665008544922,0.7854585941880942,144
37,28,39.113006591796875,0.7952075839042664,153
37,35,18.246084213256836,0.7693066705018282,147
38,28,39.113006591796875,0.7423613328486681,153
38,10,20.99093246459961,0.750143251940608,149
38,50,21.907190322875977,0.7827157150954008,157
38,21,18.246084213256836,0.7738469853997231,151
38,90,28.838665008544922,0.8428362846374512,162
39,54,20.99093246459961,0.6607545461505652,136
39,21,28.838665008544922,0.7394057489931584,151
39,35,18.246084213256836,0.7266534879803658,147
39,48,21.907190322875977,0.7721910286694765,159
39,81,39.113006591796875,0.8276144616305828,153
40,73,28.838665008544922,0.7197457566857338,155
40,91,18.246084213256836,0.7599113076925278,162
40,86,39.113006591796875,0.8145648013800383,158
40,66,20.99093246459961,0.8146745167672634,162
40,1,21.907190322875977,0.8991071596741677,221
41,50,20.99093246459961,0.6949275393038988,157
41,72,39.113006591796875,0.7465832471847534,158
41,8,18.246084213256836,0.742898054048419,141
41,19,28.838665008544922,0.7389573562890291,144
41,36,21.907190322875977,0.7686527479439974,162
42,64,21.907190322875977,0.6883602716028691,140
42,71,28.838665008544922,0.7066430408507586,144
42,24,39.113006591796875,0.7372305687516928,146
42,58,30.0769100189209,0.7269781824201346,130
42,25,18.246084213256836,0.8250349774956703,162
43,75,28.838665008544922,0.757183987274766,153
43,21,21.907190322875977,0.7424447141587734,151
43,8,18.246084213256836,0.7646654319018126,141
43,91,39.113006591796875,0.773560156673193,162
43,73,30.0769100189209,0.7912854604423046,155
44,8,39.113006591796875,0.6946700192987919,141
44,24,28.838665008544922,0.7254462629556656,146
44,30,21.907190322875977,0.7189019728451967,150
44,21,18.246084213256836,0.7819219768047333,151
44,56,30.0769100189209,1.011013900488615,250
45,12,18.246084213256836,0.6212614081799984,118
45,64,39.113006591796875,0.7079945594072342,140
45,4,21.907190322875977,0.7339746706187725,159
45,8,28.838665008544922,0.7329853303730488,141
45,77,30.0769100189209,0.7862788155674935,162
46,71,39.113006591796875,0.767664871737361,144
46,59,18.246084213256836,0.7399191908538342,159
46,50,28.838665008544922,0.7472002763301134,157
46,25,30.0769100189209,0.8160817041993141,162
46,25,21.907190322875977,0.8602453522384167,162
47,51,18.246084213256836,0.6882194183766842,135
47,8,28.838665008544922,0.7210164736956358,141
47,43,30.0769100189209,0.7930769991129637,160
47,30,21.907190322875977,0.7906670566648245,150
47,34,39.113006591796875,1.1878234703093766,309
48,48,30.0769100189209,0.7981901090592146,159
48,90,23.840621948242188,0.8457347020506859,162
48,68,28.889089584350586,0.8499277397990227,162
48,36,24.01530647277832,0.8723284896463156,162
48,34,39.113006591796875,1.1977568730711936,309
49,13,39.113006591796875,0.7453695513308048,144
49,26,24.01530647277832,0.7618313036859036,164
49,3,28.889089584350586,0.7955480940639973,165
49,90,23.840621948242188,0.8247994162142277,162
49,61,30.0769100189209,0.839685357734561,153
50,71,28.889089584350586,0.7252512942999602,144
50,42,24.01530647277832,0.7455218803137541,156
50,38,23.840621948242188,0.76844552308321,162
50,6,39.113006591796875,0.7952573817223311,163
50,89,30.0769100189209,1.0887011136859654,246
51,13,28.889089584350586,0.7064783569425345,144
51,86,39.113006591796875,0.7405002802610398,158
51,15,24.01530647277832,0.743484403565526,144
51,42,23.840621948242188,0.7923616074025631,156
51,23,30.0769100189209,0.8914280772209168,198
52,8,24.01530647277832,0.6915625218302012,141
52,15,23.840621948242188,0.7620280753821135,144
52,86,30.0769100189209,0.7379658050835133,158
52,29,39.113006591796875,0.797521659731865,164
52,63,28.889089584350586,0.7662475105375052,154
53,18,30.0769100189209,0.7216297533363104,140
53,96,28.889089584350586,0.7434556536376477,137
53,35,39.113006591796875,0.7401942700147629,147
53,40,24.01530647277832,0.8005514867603779,155
53,82,23.840621948242188,0.8084323551505804,162
54,15,24.01530647277832,0.6697632350027561,144
54,14,39.113006591796875,0.8051566850394011,154
54,16,28.889089584350586,0.8084609039127827,164
54,16,30.0769100189209,0.7805472534149885,164
54,56,23.840621948242188,1.018571138009429,250
55,24,28.889089584350586,0.7155804518610239,146
55,70,23.840621948242188,0.786841718107462,162
55,5,24.01530647277832,0.7646573591977358,162
55,40,39.113006591796875,0.8274196028709412,155
55,29,30.0769100189209,0.8940423704683781,164
56,80,24.01530647277832,0.6858046684414149,154
56,13,23.840621948242188,0.7165448531508446,144
56,72,39.113006591796875,0.7400113563984633,158
56,77,30.0769100189209,0.7899208940565586,162
56,8,28.889089584350586,0.8097522385418415,141
57,92,23.840621948242188,0.7924703281372786,163
57,49,30.0769100189209,0.7621419481933117,160
57,3,39.113006591796875,0.826775798201561,165
57,82,24.01530647277832,0.8275601543486119,162
57,3,28.889089584350586,0.8670195337384939,165
58,9,30.0769100189209,0.696894671395421,145
58,97,28.889089584350586,0.7399661891162396,158
58,50,23.840621948242188,0.7768356963992119,157
58,69,54.67084503173828,0.7851750306785107,161
58,95,39.113006591796875,0.8235701654106379,158
59,51,23.840621948242188,0.6873753570020199,135
59,18,39.113006591796875,0.7508149329572916,140
59,25,54.67084503173828,0.8241498280316591,162
59,56,30.0769100189209,1.006103803962469,250
59,34,28.889089584350586,1.1979889195412396,309
60,58,28.889089584350586,0.6722692750394345,130
60,46,54.67084503173828,0.7531339913606644,134
60,73,39.113006591796875,0.760237967222929,155
60,27,23.840621948242188,0.7748749755322933,162
60,70,30.0769100189209,0.8313765969127417,162
61,88,28.889089584350586,0.7384370468556881,162
61,85,30.0769100189209,0.759471794217825,155
61,62,39.113006591796875,0.8272387996315956,156
61,91,23.840621948242188,0.8362174700945616,162
61,16,54.67084503173828,0.9187597628682852,164
62,9,39.113006591796875,0.7059691768139601,145
62,47,23.840621948242188,0.7894705437123776,161
62,29,30.0769100189209,0.7986532483249903,164
62,22,54.67084503173828,0.8155404008924961,161
62,1,28.889089584350586,0.9381874088197947,221
63,82,30.0769100189209,0.7183627612888813,162
63,50,54.67084503173828,0.8057495798915625,157
63,29,28.889089584350586,0.7863783236593008,164
63,68,23.840621948242188,0.8533935133367777,162
63,77,39.113006591796875,0.8633167441934347,162
64,96,30.0769100189209,0.7071879874914885,137
64,2,23.840621948242188,0.7338966872543097,153
64,59,39.113006591796875,0.7633807059377432,159
64,82,54.67084503173828,0.883376881107688,162
64,34,28.889089584350586,1.1883632164448499,309
65,54,30.0769100189209,0.6834812123328448,136
65,20,28.889089584350586,0.717569836974144,144
65,8,54.67084503173828,0.6950893677771092,141
65,13,39.113006591796875,0.7468021880835295,144
65,25,23.840621948242188,0.8208523277193308,162
66,21,54.67084503173828,0.7252502419054508,151
66,76,39.113006591796875,0.8100899714976549,163
66,44,30.0769100189209,0.8259003289043904,166
66,98,28.889089584350586,0.8321722369641066,160
66,27,23.840621948242188,0.8559986926615238,162
67,51,54.67084503173828,0.6850766722112894,135
67,32,30.0769100189209,0.7240006770938635,161
67,75,39.113006591796875,0.7450138755142689,153
67,85,23.840621948242188,0.7847709111869335,155
67,25,28.889089584350586,0.8388404786586762,162
68,20,23.840621948242188,0.7066378813236952,144
